model_name,feature,category,mean,count
catboost_tuned__all_without_commercial,primary_underlying,HTTX,-14.534346415973276,24
catboost_tuned__all_without_commercial,primary_underlying,SITH,-3.1902995748816245,24
catboost_tuned__all_without_commercial,primary_underlying,NABO,3.6884253706268333,24
catboost_tuned__all_without_commercial,primary_underlying,CORL,-3.339191975794602,21
catboost_tuned__all_without_commercial,primary_underlying,KYBR,-0.8725600922264564,20
catboost_tuned__all_without_commercial,primary_underlying,MNDO,-7.3181614258381105,19
catboost_tuned__all_without_commercial,primary_underlying,DRC,-5.3844216805579705,19
catboost_tuned__all_without_commercial,primary_underlying,TECH,-7.405993978093763,18
catboost_tuned__all_without_commercial,primary_underlying,JEDI,3.6133733041228626,14
catboost_tuned__all_without_commercial,dominant_sector,Agricultura y biotecnologia,0.04731834836935783,130
catboost_tuned__all_without_commercial,dominant_sector,Comercio y materias primas,0.1639898665328348,130
catboost_tuned__all_without_commercial,dominant_sector,Energia e infraestructuras,0.062481029539521525,93
catboost_tuned__all_without_commercial,dominant_sector,Consumo y distribucion,0.020901300150000305,91
catboost_tuned__all_without_commercial,dominant_sector,Defensa y armamento,-0.0782237931317253,89
catboost_tuned__all_without_commercial,dominant_sector,Manufactura,0.02229045557193165,79
catboost_tuned__all_without_commercial,dominant_sector,Logistica y transporte,0.11159169993727167,71
catboost_tuned__all_without_commercial,dominant_sector,Gestion patrimonial,0.1266233184144821,67
catboost_tuned__all_without_commercial,dominant_sector,Metales y aleaciones,-0.010665476494929651,62
catboost_tuned__all_without_commercial,dominant_sector,Ocio y entretenimiento,-0.2872717996973224,53
catboost_tuned__all_without_commercial,dominant_sector,Mineria de materiales estrategicos,-0.08103632042899499,50
catboost_tuned__all_without_commercial,dominant_sector,Renta fija especulativa,-0.35197018373259686,41
catboost_tuned__all_without_commercial,dominant_sector,Servicios y personal,0.10820817413861426,26
catboost_tuned__all_without_commercial,dominant_sector,Tecnologia y automatizacion,-0.19661311107152063,18
catboost_tuned__all_without_commercial,highest_vol_sector,Comercio y materias primas,2.739815374105494,140
catboost_tuned__all_without_commercial,highest_vol_sector,Ocio y entretenimiento,-0.11130006882821802,118
catboost_tuned__all_without_commercial,highest_vol_sector,Defensa y armamento,-0.5279562526475838,100
catboost_tuned__all_without_commercial,highest_vol_sector,Tecnologia y automatizacion,-0.6557165648612416,96
catboost_tuned__all_without_commercial,highest_vol_sector,Metales y aleaciones,-0.8803071951052558,89
catboost_tuned__all_without_commercial,highest_vol_sector,Consumo y distribucion,-0.5547962934838702,84
catboost_tuned__all_without_commercial,highest_vol_sector,Manufactura,-0.7100624469423676,76
catboost_tuned__all_without_commercial,highest_vol_sector,Logistica y transporte,-0.4986865351580994,76
catboost_tuned__all_without_commercial,highest_vol_sector,Energia e infraestructuras,-0.6558934825514999,57
catboost_tuned__all_without_commercial,highest_vol_sector,Mineria de materiales estrategicos,-0.37876997724936157,51
catboost_tuned__all_without_commercial,highest_vol_sector,Renta fija especulativa,-1.3966841707899529,41
catboost_tuned__all_without_commercial,highest_vol_sector,Servicios y personal,0.627028833530386,32
catboost_tuned__all_without_commercial,highest_vol_sector,Agricultura y biotecnologia,2.3742760990515746,24
catboost_tuned__all_without_commercial,highest_vol_sector,Gestion patrimonial,2.112117266848415,16
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,HTTX,1.6430123778815613,140
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,POBK,-0.27868975703016213,118
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,MNDO,-0.2853299143830623,100
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,TECH,-0.2602867069103868,96
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,BSKR,-0.25772210996414296,89
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,DRC,-0.26849389012484104,84
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,CORL,-0.28520877425757934,76
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,WOOK,-0.22724893283937408,76
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,SITH,-0.211218021455972,57
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,KYBR,-0.36476049469830835,51
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,REBL,-0.5068388465733566,41
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,CLNE,-0.08306425462581542,32
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,NABO,0.6054215764408334,24
catboost_tuned__all_without_commercial,highest_structural_vol_underlying,JEDI,0.43648305863861464,16
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,UNKNOWN,-0.8030708193136157,324
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,REBL,-0.9576570028472539,83
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,CLNE,0.6110170946346236,75
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,SITH,0.5074104736511837,74
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,NABO,0.5298779012530724,73
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,JEDI,0.5967686033336258,68
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,KYBR,0.6404597427079348,66
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,WOOK,0.5352274557355888,55
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,CORL,0.5959682845525826,46
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,BSKR,0.5744868636903683,44
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,TECH,0.6560765180727818,33
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,DRC,0.7430717569722769,26
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,MNDO,0.5250930456995732,21
catboost_tuned__all_without_commercial,second_highest_structural_vol_underlying,POBK,0.6314913668261389,12
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,NABO,0.3067124905816817,130
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,REBL,-0.6692858776059013,124
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,CLNE,0.40165680645047763,112
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,JEDI,0.3567800635289146,101
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,SITH,0.086380500888278,86
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,KYBR,0.1921309768555668,85
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,WOOK,0.06270591816480285,71
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,BSKR,-0.09967367780126395,63
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,CORL,0.15267884907861937,58
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,TECH,-0.4295734714018635,43
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,DRC,-0.07332952015807702,40
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,POBK,-0.5463608310201246,33
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,MNDO,-0.4373253389963319,30
catboost_tuned__all_without_commercial,lowest_structural_vol_underlying,HTTX,-1.2082044403981558,24
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,HTTX,2.359117077275423,132
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,REBL,-2.0006428618430614,125
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,POBK,-0.05808060499284467,108
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,MNDO,-0.300248646268657,89
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,TECH,-0.42596164895976035,80
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,WOOK,-0.3625526816539691,79
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,CORL,-0.2921799479755542,73
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,DRC,-0.39279178284653277,71
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,BSKR,-0.29374962363404133,70
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,SITH,-0.3721807526954852,53
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,KYBR,-0.23809821493315025,47
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,CLNE,1.2496864016404323,32
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,NABO,1.6834287234285858,24
catboost_tuned__all_without_commercial,highest_realized_vol_underlying,JEDI,1.9210834939020904,17
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,UNKNOWN,0.003788912939635624,324
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,CLNE,0.16881596803249804,75
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,SITH,0.07992077095992625,74
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,NABO,0.07965174214831984,73
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,JEDI,0.17155875946695057,67
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,KYBR,0.12187431931811536,65
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,BSKR,0.11038401722924437,59
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,CORL,0.22148654413036117,49
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,WOOK,0.09365019481566357,48
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,TECH,0.0416876502787706,47
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,DRC,0.08367865908730791,38
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,MNDO,0.07943618271820839,30
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,REBL,-0.3470930070600033,23
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,POBK,0.07914150715830784,20
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,HTTX,0.3818413575054108,8
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,NABO,0.14276419509360613,130
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,CLNE,0.15175679975224896,112
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,JEDI,0.15393611483083025,100
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,KYBR,0.04905016051426614,94
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,SITH,0.03909230120278731,94
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,BSKR,-0.02544867550669135,81
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,WOOK,0.05548934242090394,75
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,CORL,0.07730619320126056,60
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,TECH,-0.035953006396844456,52
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,REBL,-0.4977160857687673,51
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,DRC,-0.026163141354968875,45
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,POBK,-0.3537125053794821,40
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,MNDO,-0.4024800057944523,38
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,HTTX,-0.7658853388606375,28
