model_name,feature,feature_type,mean_abs_shap,mean_shap,feature_value_shap_spearman,shap_direction,train_target_spearman,target_correlation_direction,missing_rate,n_unique,shap_rank
catboost_tuned__all_without_commercial,worst_of_structural_base_vol_range,numeric,0.1753226937915353,0.010405284870489032,0.7119772302040124,positive,0.3749292904437324,positive,0.0,63,26
catboost_tuned__all_without_commercial,lowest_realized_vol_underlying,categorical,0.17301226415613458,-0.013344108614774804,,categorical_not_ordered,,categorical_not_ordered,0.0,14,27
catboost_tuned__all_without_commercial,worst_of_vol_pressure,numeric,0.17045123726843547,-0.009370117505456051,0.8208409663926555,positive,0.40336474922214055,positive,0.0,25,28
catboost_tuned__all_without_commercial,second_highest_realized_vol_underlying,categorical,0.15627948966489555,0.07107111022356488,,categorical_not_ordered,,categorical_not_ordered,0.0,15,29
catboost_tuned__all_without_commercial,requested_year,numeric,0.12917509837045946,0.05098402703728876,,not_applicable,0.010026380451806304,mixed_or_flat,0.0,6,30
catboost_tuned__all_without_commercial,dominant_sector,categorical,0.12379079151276853,0.011293741476072865,,categorical_not_ordered,,categorical_not_ordered,0.0,14,31
catboost_tuned__all_without_commercial,realized_vol_63d_min,numeric,0.1184202771642943,0.0013460244866455894,-0.6307988492151149,negative,-0.270205558952747,negative,0.0,7598,32
catboost_tuned__all_without_commercial,basket_realized_vol_zscore_mean,numeric,0.11810498183504745,-0.005157928381965048,-0.0760127970296418,negative,-0.025912632587623725,mixed_or_flat,0.0,9488,33
catboost_tuned__all_without_commercial,realized_vol_63d_max,numeric,0.11611600293691096,0.023782297055100272,-0.2148525244749619,negative,-0.0019041771713730238,mixed_or_flat,0.0,7636,34
catboost_tuned__all_without_commercial,basket_realized_vol_126d_max,numeric,0.11293245705162662,-0.01601352354828127,0.43443239778861675,positive,0.010465006007553658,mixed_or_flat,0.0,7642,35
catboost_tuned__all_without_commercial,realized_minus_structural_vol_mean,numeric,0.11089602164758461,0.015351205487703905,-0.19233651703072757,negative,-0.0556700135488787,negative,0.0,9488,36
catboost_tuned__all_without_commercial,structural_base_vol_second_highest,numeric,0.10900247622489882,0.004325781274727343,0.43157791337071316,positive,0.13959761390807582,positive,0.3363923727949424,13,37
catboost_tuned__all_without_commercial,no_call_observation_count,numeric,0.10083156420235684,0.011640189732462903,-0.6387309455900562,negative,0.027061082139563406,mixed_or_flat,0.0,25,38
catboost_tuned__all_without_commercial,implied_minus_realized_vol_mean,numeric,0.09386543340550571,0.007663441935972919,0.3894440934440934,positive,0.05719560291903002,positive,0.0,9807,39
catboost_tuned__all_without_commercial,worst_of_structural_vol_top2_spread,numeric,0.08996597120145142,0.005931161488551068,0.8283921838013395,positive,0.35640352537446923,positive,0.0,63,40
catboost_tuned__all_without_commercial,realized_to_structural_vol_ratio,numeric,0.08804685794448858,0.03416564388303003,-0.47071704978437606,negative,-0.05499105918224609,negative,0.0,9488,41
catboost_tuned__all_without_commercial,realized_vol_63d_second_highest,numeric,0.08157489771618126,-0.02743211234646667,0.322704508668893,positive,0.10302958798253814,positive,0.3363923727949424,5436,42
catboost_tuned__all_without_commercial,basket_size,numeric,0.0759327312258348,-0.0349046260081976,0.44402572435614174,positive,0.35136037936382625,positive,0.0,3,43
catboost_tuned__all_without_commercial,realized_vol_63d_mean,numeric,0.07529314874459135,-4.334163659033452e-05,-0.14566354171432638,negative,-0.1090573589434123,negative,0.0,9488,44
catboost_tuned__all_without_commercial,basket_realized_vol_zscore_max,numeric,0.06991877053700582,-0.005663940884622238,-0.20052463658120784,negative,0.03494485018885293,mixed_or_flat,0.0,7614,45
catboost_tuned__all_without_commercial,pair_DRC_TECH,numeric,0.0667747382569419,0.013788245378118597,-0.15429848978804717,negative,0.022224750742814957,mixed_or_flat,0.0,2,46
catboost_tuned__all_without_commercial,protection_barrier_pct,numeric,0.06511752217443696,-0.057926857003346766,-0.5343271284976356,negative,-0.3108177141055571,negative,0.0,2876,47
catboost_tuned__all_without_commercial,quoted_to_realized_vol_ratio,numeric,0.061594761594608284,0.013694394925564726,0.8611395691395691,positive,0.05881004925388474,positive,0.0,9807,48
catboost_tuned__all_without_commercial,structural_base_vol_mean,numeric,0.06073846981124144,0.013244843388063338,0.4003098252158128,positive,-0.04858656368062599,mixed_or_flat,0.0,163,49
catboost_tuned__all_without_commercial,basket_realized_vol_21d_mean,numeric,0.05779788596837557,-0.00571056294940149,-0.36015725992763986,negative,-0.10544292228731851,negative,0.0,9488,50
catboost_tuned__all_without_commercial,pair_MNDO_SITH,numeric,0.05630126407596905,-0.002039330834697398,-0.18859489917506364,negative,0.0074914143789827255,mixed_or_flat,0.0,2,51
catboost_tuned__all_without_commercial,basket_realized_vol_126d_mean,numeric,0.052926379343108634,0.016443731472096046,-0.45893888722885484,negative,-0.10860179416207734,negative,0.0,9488,52
catboost_tuned__all_without_commercial,autocall_to_protection_ratio,numeric,0.048396996804970525,0.001834169365385662,0.2950044327602759,positive,0.3612758615071104,positive,0.0,7378,53
catboost_tuned__all_without_commercial,pair_KYBR_TECH,numeric,0.047894919159933096,0.0006313632312992146,-0.17233696866671377,negative,0.0003714851629190851,mixed_or_flat,0.0,2,54
catboost_tuned__all_without_commercial,protection_buffer_pct,numeric,0.04786768178940136,-0.017383238344683007,0.2188281393336404,positive,0.3108177141055571,positive,0.0,2876,55
catboost_tuned__all_without_commercial,worst_of_realized_vol_top2_spread,numeric,0.046968564012739716,0.003109693403948696,0.807338022215733,positive,0.3458848098461293,positive,0.0,6375,56
catboost_tuned__all_without_commercial,structural_base_vol_range,numeric,0.04068997741467724,-0.00044309784584481714,0.7623625522651502,positive,0.3749292904437324,positive,0.0,63,57
catboost_tuned__all_without_commercial,structural_vol_dispersion_ratio,numeric,0.0403501134942976,0.009137544427251832,0.7258361049046556,positive,0.3395410480486598,positive,0.0,449,58
catboost_tuned__all_without_commercial,basket_type,categorical,0.03882241619197866,-0.004613120500147112,,categorical_not_ordered,,categorical_not_ordered,0.0,2,59
catboost_tuned__all_without_commercial,quoted_implied_vol,numeric,0.03880106266359122,0.006272572151522738,0.33084980558324945,positive,-0.04688373408023709,mixed_or_flat,0.0,3335,60
catboost_tuned__all_without_commercial,structural_base_vol_top2_spread,numeric,0.03860577937010107,-0.006038550175228746,0.3759288645704247,positive,0.35640352537446923,positive,0.0,63,61
catboost_tuned__all_without_commercial,sector_concentration,numeric,0.036744782729839144,0.0034895033624545053,-0.2526490120141744,negative,-0.35136037936382625,negative,0.0,3,62
catboost_tuned__all_without_commercial,basket_realized_vol_trend_mean,numeric,0.03541304735319114,-0.005111190790365355,-0.5889476918182407,negative,-0.011839611011000067,mixed_or_flat,0.0,9488,63
catboost_tuned__all_without_commercial,quoted_to_structural_vol_ratio,numeric,0.03373025867665584,-0.002042962818928834,0.5518327018516004,positive,0.012738870387817172,mixed_or_flat,0.0,7911,64
catboost_tuned__all_without_commercial,basket_complexity_score,numeric,0.033640804711799054,-0.026360361838735486,0.029700016314048734,mixed_or_flat,0.35136037936382625,positive,0.0,3,65
catboost_tuned__all_without_commercial,pair_DRC_KYBR,numeric,0.03349304898062013,0.00463591703029307,-0.17233696556464517,negative,0.011077718239335585,mixed_or_flat,0.0,2,66
catboost_tuned__all_without_commercial,realized_vol_63d_range,numeric,0.030920155114578334,-0.007250570224238631,0.6898459217957171,positive,0.3606265488456023,positive,0.0,6363,67
catboost_tuned__all_without_commercial,is_daily_observation,numeric,0.030557371434095693,6.339702120382884e-05,-0.3002267870136442,negative,-0.06225066366432825,negative,0.0,2,68
catboost_tuned__all_without_commercial,realized_vol_63d_top2_spread,numeric,0.030279624797547044,-0.007017728120921059,0.3789784296063889,positive,0.3458848098461293,positive,0.0,6375,69
catboost_tuned__all_without_commercial,is_worst_of,numeric,0.02887144419418948,0.0027271338302001847,0.44552642295465805,positive,0.35237911432855334,positive,0.0,2,70
catboost_tuned__all_without_commercial,underlying_TECH,numeric,0.028841451975392434,-0.0005873990887422083,-0.5824963506227065,negative,0.01693856916945707,mixed_or_flat,0.0,2,71
catboost_tuned__all_without_commercial,requested_month,numeric,0.027790955314461144,-0.001532666546494248,-0.6325359600853695,negative,-0.006880780384760146,mixed_or_flat,0.0,12,72
catboost_tuned__all_without_commercial,worst_of_realized_vol_63d_range,numeric,0.027522384814674554,0.003341194296896332,0.8003080869656957,positive,0.3606265488456023,positive,0.0,6363,73
catboost_tuned__all_without_commercial,quoted_minus_structural_vol_mean,numeric,0.026886422856522877,0.0024163776971055815,0.5472497793317408,positive,0.011509753150331566,mixed_or_flat,0.0,3978,74
catboost_tuned__all_without_commercial,pair_BSKR_MNDO,numeric,0.026448459246524805,0.010630605480299517,-0.13376104894203894,negative,0.0008719415021510626,mixed_or_flat,0.0,2,75
catboost_tuned__all_without_commercial,pair_BSKR_SITH,numeric,0.025193318108111786,0.003292277836404481,-0.16357575235048366,negative,0.024446525672529633,mixed_or_flat,0.0,2,76
catboost_tuned__all_without_commercial,pair_JEDI_SITH,numeric,0.02509990224074852,-0.005177317557825334,0.15429849904596668,positive,0.04807282318726482,mixed_or_flat,0.0,2,77
catboost_tuned__all_without_commercial,is_single_underlying,numeric,0.023917048440500892,-0.0020419216387507185,-0.5722575768571959,negative,-0.35237911432855334,negative,0.0,2,78
catboost_tuned__all_without_commercial,basket_realized_vol_trend_max,numeric,0.023075020763371548,0.005137404133000971,-0.210139887702178,negative,0.04659416403061965,mixed_or_flat,0.0,7601,79
catboost_tuned__all_without_commercial,basket_realized_vol_21d_max,numeric,0.0188457402387959,-0.011007884354922294,0.3860108096173649,positive,0.0040866327179555325,mixed_or_flat,0.0,7626,80
catboost_tuned__all_without_commercial,underlying_CORL,numeric,0.017230959701757493,-0.0017603407307311932,0.3192587935152252,positive,0.07457224255088366,positive,0.0,2,81
catboost_tuned__all_without_commercial,sector_count,numeric,0.0161417145594093,-0.001308995795375345,0.6522503886433189,positive,0.35136037936382625,positive,0.0,3,82
catboost_tuned__all_without_commercial,realized_vol_dispersion_ratio,numeric,0.015486779333118358,-0.009546480809084582,0.046082041539016357,mixed_or_flat,0.34211638006802125,positive,0.0,6434,83
catboost_tuned__all_without_commercial,pair_REBL_TECH,numeric,0.015434171318164871,-0.0001238963892024725,-0.2173293728436428,negative,-0.032672957008206036,mixed_or_flat,0.0,2,84
catboost_tuned__all_without_commercial,underlying_BSKR,numeric,0.015385400455839119,-0.0016340043799557983,0.521958714830391,positive,0.03672156585934662,mixed_or_flat,0.0,2,85
catboost_tuned__all_without_commercial,underlying_CLNE,numeric,0.014807332797747829,0.001808187483836807,0.578072385572572,positive,0.11152230731111935,positive,0.0,2,86
catboost_tuned__all_without_commercial,structural_base_vol_min,numeric,0.011365083120180197,0.0009294651837803991,0.394107999908521,positive,-0.2422425960684044,negative,0.0,14,87
catboost_tuned__all_without_commercial,pair_HTTX_REBL,numeric,0.010725212198984032,-0.0011962430553988854,0.21053516198290215,positive,0.08706303060484258,positive,0.0,2,88
catboost_tuned__all_without_commercial,notional_credits,numeric,0.010244719448787354,0.0007325695041111317,0.6049322071032656,positive,0.0010524655405016747,mixed_or_flat,0.0,7,89
catboost_tuned__all_without_commercial,log_notional_credits,numeric,0.008084594914824933,0.0006800950078583636,0.4923284238811173,positive,0.0010524655405016747,mixed_or_flat,0.0,7,90
catboost_tuned__all_without_commercial,pair_BSKR_WOOK,numeric,0.0076776466438376635,0.00013973649772185758,0.19619706284210983,positive,0.03627157789920929,mixed_or_flat,0.0,2,91
catboost_tuned__all_without_commercial,pair_DRC_JEDI,numeric,0.005812957784721736,0.0031606167839559616,-0.1635757528412114,negative,0.02613274287272927,mixed_or_flat,0.0,2,92
catboost_tuned__all_without_commercial,underlying_KYBR,numeric,0.005389486466089524,0.0006142189798539688,-0.547585544661029,negative,0.050031580993623974,positive,0.0,2,93
catboost_tuned__all_without_commercial,pair_BSKR_CORL,numeric,0.004654250697689619,0.0018686650887952511,0.16601246453861682,positive,0.030491513755197604,mixed_or_flat,0.0,2,94
catboost_tuned__all_without_commercial,underlying_MNDO,numeric,0.004536372030295045,0.0004355810708413107,-0.5552513029213682,negative,0.012458791781186418,mixed_or_flat,0.0,2,95
catboost_tuned__all_without_commercial,pair_CORL_NABO,numeric,0.004338385355489412,-0.0020099954917454487,0.13376466144294366,positive,0.03790315668305951,mixed_or_flat,0.0,2,96
catboost_tuned__all_without_commercial,underlying_WOOK,numeric,0.004292681067287695,0.0008849563088250664,0.36341181122206556,positive,0.05332801075543604,positive,0.0,2,97
catboost_tuned__all_without_commercial,underlying_POBK,numeric,0.00425833810629309,-0.0004549912193449687,-0.014478513380554444,mixed_or_flat,0.036186856671836444,mixed_or_flat,0.0,2,98
catboost_tuned__all_without_commercial,pair_CLNE_DRC,numeric,0.004227874955205705,-0.002143586453245883,0.12216813627637088,positive,0.024313023246432877,mixed_or_flat,0.0,2,99
catboost_tuned__all_without_commercial,requested_quarter,numeric,0.004102166778907386,-0.00028846737040824844,-0.10856572818749838,negative,-0.004060304958866138,mixed_or_flat,0.0,4,100
catboost_tuned__all_without_commercial,pair_CORL_MNDO,numeric,0.003922363976494128,-0.0015485241850861646,0.07330082393128785,positive,0.029547048441553526,mixed_or_flat,0.0,2,101
catboost_tuned__all_without_commercial,pair_MNDO_TECH,numeric,0.0037962439935123825,-0.0005927298172094011,-0.18073054503025757,negative,0.03295766583571243,mixed_or_flat,0.0,2,102
catboost_tuned__all_without_commercial,underlying_DRC,numeric,0.0035172358883975496,-0.0003111871713563827,0.4576659426806037,positive,0.023680401073235612,mixed_or_flat,0.0,2,103
catboost_tuned__all_without_commercial,pair_BSKR_POBK,numeric,0.0033682517632960085,-0.0011152722907679044,0.1723432067484404,positive,0.05514561602777869,positive,0.0,2,104
catboost_tuned__all_without_commercial,pair_NABO_TECH,numeric,0.0033216792174213324,0.000610568129163384,-0.16601245706803977,negative,0.021971538724096077,mixed_or_flat,0.0,2,105
catboost_tuned__all_without_commercial,underlying_JEDI,numeric,0.0032599885108833496,-0.0011073119218269593,0.40911270702349606,positive,0.1239008792715472,positive,0.0,2,106
catboost_tuned__all_without_commercial,pair_CLNE_MNDO,numeric,0.0032138000876173996,-0.00042732786583480573,0.1886689927922921,positive,0.02937414086021484,mixed_or_flat,0.0,2,107
catboost_tuned__all_without_commercial,pair_DRC_MNDO,numeric,0.003143009141807168,-8.091493193103971e-05,0.13376138080477423,positive,0.025425696450151133,mixed_or_flat,0.0,2,108
catboost_tuned__all_without_commercial,pair_CORL_SITH,numeric,0.002907369065334764,0.0019994956678800833,0.18185095852835578,positive,0.03325389834222027,mixed_or_flat,0.0,2,109
catboost_tuned__all_without_commercial,pair_KYBR_WOOK,numeric,0.0028751368994328263,-0.0010697322860067976,0.1378348768196322,positive,0.03401949498940102,mixed_or_flat,0.0,2,110
catboost_tuned__all_without_commercial,pair_BSKR_CLNE,numeric,0.00285499718936589,-0.00026919744519225425,0.15430621795335508,positive,0.039454636843594376,mixed_or_flat,0.0,2,111
catboost_tuned__all_without_commercial,pair_CLNE_NABO,numeric,0.0027791480773835583,0.0002619083168900403,-0.144405971703125,negative,0.017999106504114185,mixed_or_flat,0.0,2,112
catboost_tuned__all_without_commercial,underlying_NABO,numeric,0.0025991063770369545,-0.0002209110013573179,-0.29060329207774743,negative,0.10706785826196215,positive,0.0,2,113
catboost_tuned__all_without_commercial,pair_HTTX_NABO,numeric,0.002438981571968018,-0.0003621214504025062,0.14528536485835183,positive,0.09325962011499292,positive,0.0,2,114
catboost_tuned__all_without_commercial,pair_MNDO_WOOK,numeric,0.002329186845614662,-0.0007562219944745846,0.12216823156797035,positive,0.0383035471130098,mixed_or_flat,0.0,2,115
catboost_tuned__all_without_commercial,pair_JEDI_MNDO,numeric,0.0021608982091786025,-0.00020810415144367138,-0.2113734507187933,negative,0.029559106096336125,mixed_or_flat,0.0,2,116
catboost_tuned__all_without_commercial,pair_BSKR_JEDI,numeric,0.00211584266478836,-0.0010248200256332894,0.1478527581580982,positive,0.025221143400723695,mixed_or_flat,0.0,2,117
catboost_tuned__all_without_commercial,pair_MNDO_NABO,numeric,0.0019945871651708773,0.0006454114089008938,0.1273761818695908,positive,0.02369140725689665,mixed_or_flat,0.0,2,118
catboost_tuned__all_without_commercial,pair_DRC_NABO,numeric,0.0019165392851848745,-0.00019641724289478033,-0.19631190088056064,negative,0.01280213658661063,mixed_or_flat,0.0,2,119
catboost_tuned__all_without_commercial,pair_POBK_REBL,numeric,0.001836327203335546,-0.00019138431213833076,-0.16337704724959567,negative,-0.009028023291114087,mixed_or_flat,0.0,2,120
catboost_tuned__all_without_commercial,pair_CLNE_HTTX,numeric,0.0017013376441768794,-0.0002829552192982043,0.1067348207223344,positive,0.0974331986030481,positive,0.0,2,121
catboost_tuned__all_without_commercial,pair_BSKR_REBL,numeric,0.0015694584331296235,0.0008977747388356156,0.10476196931606482,positive,-0.024613694160280697,mixed_or_flat,0.0,2,122
catboost_tuned__all_without_commercial,pair_CORL_TECH,numeric,0.0015643472859310937,-3.732468364030251e-05,0.13793483416687097,positive,0.0411549770465998,mixed_or_flat,0.0,2,123
catboost_tuned__all_without_commercial,underlying_SITH,numeric,0.0015101535802662513,0.00022295860714218965,0.05322401491182433,positive,0.042940545899905626,mixed_or_flat,0.0,2,124
catboost_tuned__all_without_commercial,pair_KYBR_POBK,numeric,0.0015031034243549275,0.0006880668931158089,-0.17438084901296114,negative,0.025282612391322047,mixed_or_flat,0.0,2,125
catboost_tuned__all_without_commercial,pair_JEDI_WOOK,numeric,0.0014697760681212269,-0.00013847402414583616,-0.16827463675099139,negative,0.015334717099532741,mixed_or_flat,0.0,2,126
catboost_tuned__all_without_commercial,pair_DRC_POBK,numeric,0.0014219586606562516,8.513567152740377e-05,0.16403646399888966,positive,0.04682994343383384,mixed_or_flat,0.0,2,127
catboost_tuned__all_without_commercial,pair_SITH_TECH,numeric,0.0013470395191664535,7.961850687173284e-06,-0.20466854918133096,negative,0.03852878606322619,mixed_or_flat,0.0,2,128
catboost_tuned__all_without_commercial,pair_HTTX_TECH,numeric,0.0012872786695545802,1.2995786942222281e-05,0.17893222995453512,positive,0.11064221874397863,positive,0.0,2,129
catboost_tuned__all_without_commercial,pair_DRC_SITH,numeric,0.0012824847975393696,0.0004392900008020115,0.1162856638836632,positive,0.03582310409498646,mixed_or_flat,0.0,2,130
catboost_tuned__all_without_commercial,pair_CORL_DRC,numeric,0.0010793563185022004,5.3876846319054094e-05,0.09292215141077663,positive,0.02751396159084487,mixed_or_flat,0.0,2,131
catboost_tuned__all_without_commercial,pair_CLNE_KYBR,numeric,0.0010447998237987136,0.00025513313717446796,0.21022274638032934,positive,0.03524425350710264,mixed_or_flat,0.0,2,132
catboost_tuned__all_without_commercial,pair_BSKR_HTTX,numeric,0.0009838539349612137,-0.00010115736303469281,0.11016372784868907,positive,0.10208891095976996,positive,0.0,2,133
catboost_tuned__all_without_commercial,pair_HTTX_MNDO,numeric,0.0009526793539919764,6.433575366624922e-06,-0.048899973562214046,mixed_or_flat,0.0840438116527247,positive,0.0,2,134
catboost_tuned__all_without_commercial,pair_KYBR_SITH,numeric,0.0009317168754542223,1.7133864108053232e-05,-0.175179936413706,negative,0.026856558519649954,mixed_or_flat,0.0,2,135
catboost_tuned__all_without_commercial,pair_HTTX_WOOK,numeric,0.0008896108796285476,0.00015937923974252216,-0.18236659336678945,negative,0.10135646663488358,positive,0.0,2,136
catboost_tuned__all_without_commercial,pair_CLNE_WOOK,numeric,0.0006614892134623946,-4.985392491045957e-05,0.11634425596739666,positive,0.027429495919573606,mixed_or_flat,0.0,2,137
catboost_tuned__all_without_commercial,pair_NABO_REBL,numeric,0.0006212167304464859,0.00012317743096914986,-0.20544895781374037,negative,-0.04538556313227816,mixed_or_flat,0.0,2,138
catboost_tuned__all_without_commercial,pair_DRC_REBL,numeric,0.0005404343932212563,0.00011268380351296803,-0.16997910206475705,negative,-0.009376214449629803,mixed_or_flat,0.0,2,139
catboost_tuned__all_without_commercial,pair_HTTX_KYBR,numeric,0.00039922211696307645,1.676452991191271e-05,0.017127794985871133,mixed_or_flat,0.08045866481042918,positive,0.0,2,140
catboost_tuned__all_without_commercial,pair_JEDI_POBK,numeric,0.00039611787266104323,0.00021348964801801542,-0.05776459078442965,negative,0.042787875670231824,mixed_or_flat,0.0,2,141
catboost_tuned__all_without_commercial,pair_BSKR_KYBR,numeric,0.00039306890552420884,-9.289332029333026e-05,-0.022982583145332625,mixed_or_flat,0.026028045680501075,mixed_or_flat,0.0,2,142
catboost_tuned__all_without_commercial,pair_TECH_WOOK,numeric,0.0003830930550511192,-0.00024217307612098637,-0.034472027607186276,mixed_or_flat,0.022700890138467565,mixed_or_flat,0.0,2,143
catboost_tuned__all_without_commercial,pair_SITH_WOOK,numeric,0.00036123951802748166,-0.00036123951802748166,-0.164982545932222,negative,0.022342674098515536,mixed_or_flat,0.0,2,144
catboost_tuned__all_without_commercial,pair_CORL_JEDI,numeric,0.0003537156097760473,-7.911607542863079e-06,0.1337561790936853,positive,0.022208089347832423,mixed_or_flat,0.0,2,145
catboost_tuned__all_without_commercial,pair_KYBR_REBL,numeric,0.00034622964711128847,8.326337998495173e-05,0.1799699755284573,positive,-0.044506489728162964,mixed_or_flat,0.0,2,146
catboost_tuned__all_without_commercial,pair_POBK_TECH,numeric,0.00031983167994837524,6.12615104349551e-05,-0.07303588313981954,negative,0.04194321619477763,mixed_or_flat,0.0,2,147
catboost_tuned__all_without_commercial,pair_CORL_WOOK,numeric,0.00029230356023703384,0.00015434064251580143,-0.09619805578670651,negative,0.02941399266303962,mixed_or_flat,0.0,2,148
catboost_tuned__all_without_commercial,pair_CORL_POBK,numeric,0.00028995102157550775,6.439726195701965e-05,0.18461382238586613,positive,0.06194179354117199,positive,0.0,2,149
catboost_tuned__all_without_commercial,pair_REBL_WOOK,numeric,0.0002888954582983974,1.0176636823592724e-05,-0.08212805674552302,negative,-0.009174944356184815,mixed_or_flat,0.0,2,150
catboost_tuned__all_without_commercial,pair_CLNE_SITH,numeric,0.00026783080130033884,8.246992551877025e-07,-0.11468963345243272,negative,0.0129629400344362,mixed_or_flat,0.0,2,151
catboost_tuned__all_without_commercial,pair_CLNE_JEDI,numeric,0.0,0.0,,not_applicable,0.016845826512038503,mixed_or_flat,0.0,2,152
catboost_tuned__all_without_commercial,pair_CLNE_CORL,numeric,0.0,0.0,,not_applicable,0.05259361469189323,positive,0.0,2,153
catboost_tuned__all_without_commercial,pair_BSKR_TECH,numeric,0.0,0.0,,not_applicable,0.030621244679855525,mixed_or_flat,0.0,2,154
catboost_tuned__all_without_commercial,pair_BSKR_NABO,numeric,0.0,0.0,,not_applicable,0.025278166249824038,mixed_or_flat,0.0,2,155
catboost_tuned__all_without_commercial,pair_BSKR_DRC,numeric,0.0,0.0,,not_applicable,0.029212002552118286,mixed_or_flat,0.0,2,156
catboost_tuned__all_without_commercial,pair_JEDI_REBL,numeric,0.0,0.0,,not_applicable,-0.023848272358665226,mixed_or_flat,0.0,2,157
catboost_tuned__all_without_commercial,pair_MNDO_POBK,numeric,0.0,0.0,,not_applicable,0.03190485459003718,mixed_or_flat,0.0,2,158
catboost_tuned__all_without_commercial,pair_MNDO_REBL,numeric,0.0,0.0,,not_applicable,-0.01549519734541508,mixed_or_flat,0.0,2,159
catboost_tuned__all_without_commercial,pair_NABO_WOOK,numeric,0.0,0.0,,not_applicable,0.03324993725424709,mixed_or_flat,0.0,2,160
