model_name,feature,category,mean,count
catboost_tuned__all_without_noise,basket_signature,DRC,-0.30141328274758766,19
catboost_tuned__all_without_noise,basket_signature,MNDO,-0.5109181414295287,19
catboost_tuned__all_without_noise,basket_signature,TECH,-0.413506589483324,18
catboost_tuned__all_without_noise,basket_signature,JEDI,-0.04615676359823983,14
catboost_tuned__all_without_noise,basket_signature,CORL|SITH,0.43819594791776045,11
catboost_tuned__all_without_noise,basket_signature,JEDI|WOOK,0.017477377121815088,11
catboost_tuned__all_without_noise,basket_signature,CORL|HTTX,0.6857254627356356,10
catboost_tuned__all_without_noise,basket_signature,JEDI|MNDO,0.3775978689982548,10
catboost_tuned__all_without_noise,basket_signature,CLNE|POBK,0.44125265057130186,10
catboost_tuned__all_without_noise,basket_signature,HTTX|TECH,0.6089390192209757,9
catboost_tuned__all_without_noise,basket_signature,NABO|SITH,0.11677966482247916,9
catboost_tuned__all_without_noise,basket_signature,BSKR|WOOK,0.5138836021430202,9
catboost_tuned__all_without_noise,basket_signature,CLNE|KYBR,0.18559094881229493,9
catboost_tuned__all_without_noise,basket_signature,CLNE|WOOK,0.028632928396300255,9
catboost_tuned__all_without_noise,basket_signature,MNDO|NABO,0.1704917977916978,9
catboost_tuned__all_without_noise,primary_underlying,MULTI,2.2070057047684273,676
catboost_tuned__all_without_noise,primary_underlying,BSKR,-6.666930796672991,31
catboost_tuned__all_without_noise,primary_underlying,WOOK,-3.278840022705574,30
catboost_tuned__all_without_noise,primary_underlying,POBK,-11.7317252850639,28
catboost_tuned__all_without_noise,primary_underlying,REBL,-11.217432097906283,28
catboost_tuned__all_without_noise,primary_underlying,CLNE,3.0029510187953576,24
catboost_tuned__all_without_noise,primary_underlying,HTTX,-16.498974006211583,24
catboost_tuned__all_without_noise,primary_underlying,SITH,-3.5061762610849567,24
catboost_tuned__all_without_noise,primary_underlying,NABO,3.488263057321314,24
catboost_tuned__all_without_noise,primary_underlying,CORL,-3.1619935253314266,21
catboost_tuned__all_without_noise,primary_underlying,KYBR,-0.6429894644893261,20
catboost_tuned__all_without_noise,primary_underlying,MNDO,-7.893759726175577,19
catboost_tuned__all_without_noise,primary_underlying,DRC,-6.347763853921395,19
catboost_tuned__all_without_noise,primary_underlying,TECH,-8.050563921858235,18
catboost_tuned__all_without_noise,primary_underlying,JEDI,3.7367337823823012,14
catboost_tuned__all_without_noise,dominant_sector,Agricultura y biotecnologia,0.036198029714334556,130
catboost_tuned__all_without_noise,dominant_sector,Comercio y materias primas,0.15969286164371901,130
catboost_tuned__all_without_noise,dominant_sector,Energia e infraestructuras,0.018510311803829397,93
catboost_tuned__all_without_noise,dominant_sector,Consumo y distribucion,0.02928087156701813,91
catboost_tuned__all_without_noise,dominant_sector,Defensa y armamento,-0.024298474909631777,89
catboost_tuned__all_without_noise,dominant_sector,Manufactura,-0.00113042705964177,79
catboost_tuned__all_without_noise,dominant_sector,Logistica y transporte,0.139416713658798,71
catboost_tuned__all_without_noise,dominant_sector,Gestion patrimonial,0.11284226391604407,67
catboost_tuned__all_without_noise,dominant_sector,Metales y aleaciones,-0.03143849305737915,62
catboost_tuned__all_without_noise,dominant_sector,Ocio y entretenimiento,-0.24641054346215666,53
catboost_tuned__all_without_noise,dominant_sector,Mineria de materiales estrategicos,-0.09662028962296663,50
catboost_tuned__all_without_noise,dominant_sector,Renta fija especulativa,-0.24812259069641204,41
catboost_tuned__all_without_noise,dominant_sector,Servicios y personal,-0.10969388401954198,26
catboost_tuned__all_without_noise,dominant_sector,Tecnologia y automatizacion,-0.13497314569410668,18
catboost_tuned__all_without_noise,highest_vol_sector,Comercio y materias primas,3.31592330006172,140
catboost_tuned__all_without_noise,highest_vol_sector,Ocio y entretenimiento,-0.31065018219441953,118
catboost_tuned__all_without_noise,highest_vol_sector,Defensa y armamento,-0.41722699082874065,100
catboost_tuned__all_without_noise,highest_vol_sector,Tecnologia y automatizacion,-0.6005082773242357,96
catboost_tuned__all_without_noise,highest_vol_sector,Metales y aleaciones,-0.5568775969242292,89
catboost_tuned__all_without_noise,highest_vol_sector,Consumo y distribucion,-0.6060200051135661,84
catboost_tuned__all_without_noise,highest_vol_sector,Manufactura,-0.5206648899635961,76
catboost_tuned__all_without_noise,highest_vol_sector,Logistica y transporte,-0.547704088066202,76
catboost_tuned__all_without_noise,highest_vol_sector,Energia e infraestructuras,-0.5440830095600612,57
catboost_tuned__all_without_noise,highest_vol_sector,Mineria de materiales estrategicos,-0.4617000271967329,51
catboost_tuned__all_without_noise,highest_vol_sector,Renta fija especulativa,-1.275172917510969,41
catboost_tuned__all_without_noise,highest_vol_sector,Servicios y personal,-0.7079173003204665,32
catboost_tuned__all_without_noise,highest_vol_sector,Agricultura y biotecnologia,-0.11069422787804567,24
catboost_tuned__all_without_noise,highest_vol_sector,Gestion patrimonial,-0.27831287447099595,16
catboost_tuned__all_without_noise,highest_structural_vol_underlying,HTTX,2.916358019837009,140
catboost_tuned__all_without_noise,highest_structural_vol_underlying,POBK,-0.6008699265611724,118
catboost_tuned__all_without_noise,highest_structural_vol_underlying,MNDO,-0.7292998564961075,100
catboost_tuned__all_without_noise,highest_structural_vol_underlying,TECH,-0.6718564616050894,96
catboost_tuned__all_without_noise,highest_structural_vol_underlying,BSKR,-0.6637842921083481,89
catboost_tuned__all_without_noise,highest_structural_vol_underlying,DRC,-0.6172351047977687,84
catboost_tuned__all_without_noise,highest_structural_vol_underlying,CORL,-0.6858789404310809,76
catboost_tuned__all_without_noise,highest_structural_vol_underlying,WOOK,-0.6396725919512443,76
catboost_tuned__all_without_noise,highest_structural_vol_underlying,SITH,-0.7008513445879168,57
catboost_tuned__all_without_noise,highest_structural_vol_underlying,KYBR,-0.6946977841232354,51
catboost_tuned__all_without_noise,highest_structural_vol_underlying,REBL,-1.4904490921523663,41
catboost_tuned__all_without_noise,highest_structural_vol_underlying,CLNE,1.4209157309330132,32
catboost_tuned__all_without_noise,highest_structural_vol_underlying,NABO,2.416819478173032,24
catboost_tuned__all_without_noise,highest_structural_vol_underlying,JEDI,2.658007916078807,16
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,UNKNOWN,-1.0441721992627657,324
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,REBL,-1.603165746381934,83
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,CLNE,0.8571000559484183,75
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,SITH,0.7555969899734785,74
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,NABO,0.7308834978464567,73
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,JEDI,0.8193020931238448,68
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,KYBR,0.9484789351981904,66
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,WOOK,0.8058492972631423,55
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,CORL,0.8545125347975634,46
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,BSKR,0.9318203160553296,44
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,TECH,0.995200658300037,33
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,DRC,1.0237991871784102,26
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,MNDO,0.8480425061008151,21
catboost_tuned__all_without_noise,second_highest_structural_vol_underlying,POBK,1.0274606827670574,12
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,NABO,0.3913627541461171,130
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,REBL,-0.7211207506275505,124
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,CLNE,0.32644156259137885,112
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,JEDI,0.40895607405261625,101
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,SITH,0.19424336123677766,86
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,KYBR,0.2129544365746682,85
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,WOOK,0.25601572604770967,71
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,BSKR,0.03724360938417474,63
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,CORL,0.24801869825651285,58
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,TECH,-0.10178064635505046,43
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,DRC,-0.004735087223518475,40
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,POBK,-0.981311581787744,33
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,MNDO,-1.0015846791185077,30
catboost_tuned__all_without_noise,lowest_structural_vol_underlying,HTTX,-1.8320818700969879,24
catboost_tuned__all_without_noise,highest_realized_vol_underlying,HTTX,1.193317724676069,132
catboost_tuned__all_without_noise,highest_realized_vol_underlying,REBL,-1.5087840772454817,125
catboost_tuned__all_without_noise,highest_realized_vol_underlying,POBK,0.3624203201020557,108
catboost_tuned__all_without_noise,highest_realized_vol_underlying,MNDO,-0.054642631532156566,89
catboost_tuned__all_without_noise,highest_realized_vol_underlying,TECH,-0.1779707400259791,80
catboost_tuned__all_without_noise,highest_realized_vol_underlying,WOOK,-0.0586074882418116,79
catboost_tuned__all_without_noise,highest_realized_vol_underlying,CORL,0.057280140398702224,73
catboost_tuned__all_without_noise,highest_realized_vol_underlying,DRC,-0.15008695582194964,71
catboost_tuned__all_without_noise,highest_realized_vol_underlying,BSKR,-0.10294512658508015,70
catboost_tuned__all_without_noise,highest_realized_vol_underlying,SITH,-0.06174105182985859,53
catboost_tuned__all_without_noise,highest_realized_vol_underlying,KYBR,0.12206128513485931,47
catboost_tuned__all_without_noise,highest_realized_vol_underlying,CLNE,0.6959482255583516,32
catboost_tuned__all_without_noise,highest_realized_vol_underlying,NABO,0.8044465004785732,24
catboost_tuned__all_without_noise,highest_realized_vol_underlying,JEDI,1.085165375201773,17
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,UNKNOWN,-0.0764217349947768,324
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,CLNE,0.0773759737160124,75
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,SITH,0.05112710035913372,74
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,NABO,0.07423690248603833,73
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,JEDI,0.09819338529895837,67
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,KYBR,0.10211006001870321,65
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,BSKR,0.09110646005514396,59
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,CORL,0.08557045959613507,49
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,WOOK,0.060768271574139186,48
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,TECH,-0.02286716405066342,47
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,DRC,-0.03482674650651108,38
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,MNDO,-0.006582999958266954,30
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,REBL,0.11511550646083801,23
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,POBK,-0.09224282535444317,20
catboost_tuned__all_without_noise,second_highest_realized_vol_underlying,HTTX,0.34683251107174096,8
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,NABO,0.21138860363405482,130
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,CLNE,0.2413955069260445,112
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,JEDI,0.21365113674683867,100
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,KYBR,0.029534104540272738,94
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,SITH,0.0176948257850452,94
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,BSKR,0.016465356617635145,81
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,WOOK,0.08058393007366504,75
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,CORL,0.07789242542279808,60
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,TECH,-0.3504290278121006,52
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,REBL,-0.4511747100947244,51
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,DRC,0.00538319311444416,45
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,POBK,-0.2323524439877005,40
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,MNDO,-0.2298083974401369,38
catboost_tuned__all_without_noise,lowest_realized_vol_underlying,HTTX,-0.020662100063928344,28
