source,evaluation_protocol,segment,model_name,base_model_name,feature_block,encoding_strategy,feature_count,numeric_feature_count,categorical_feature_count,validation_mae,validation_rmse,validation_r2,validation_median_absolute_error,test_mae,test_rmse,test_r2,test_median_absolute_error,rolling_mae_mean,rolling_mae_std,rolling_mae_min,rolling_mae_max,rolling_r2_mean,rolling_n_folds,train_rows,validation_rows,test_rows,rolling_min_validation_rows,rolling_max_validation_rows,fit_seconds,validation_predict_seconds,final_fit_seconds,test_predict_seconds,numeric_features,categorical_features,feature_names,selection_metric,selection_mae
global_rolling,rolling_yearly,global,catboost_native__global_stable_tail,,global_stable_tail,native,,,,,,,,,,,,4.105451240168371,1.24194281451622,,5.967741815253592,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.105451240168371
global_rolling,rolling_yearly,global,catboost_native__global_tail_underlying,,global_tail_underlying,native,,,,,,,,,,,,4.105451240168371,1.24194281451622,,5.967741815253592,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.105451240168371
global_rolling,rolling_yearly,global,catboost_native__global_all_underlying,,global_all_underlying,native,,,,,,,,,,,,4.107826023998662,1.2117639769959565,,5.923116597267749,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.107826023998662
global_rolling,rolling_yearly,global,catboost_native__global_risk_underlying,,global_risk_underlying,native,,,,,,,,,,,,4.107826023998662,1.2117639769959565,,5.923116597267749,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.107826023998662
global_rolling,rolling_yearly,global,catboost_native__global_stable,,global_stable,native,,,,,,,,,,,,4.107826023998662,1.2117639769959565,,5.923116597267749,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.107826023998662
global_rolling,rolling_yearly,global,xgboost_ordinal__all_without_noise,,all_without_noise,ordinal,,,,,,,,,,,,4.108420709411352,1.0768379649325293,,5.816486757334469,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.108420709411352
global_rolling,rolling_yearly,global,catboost_native__all_without_noise,,all_without_noise,native,,,,,,,,,,,,4.120798510191165,1.1237793997589522,,5.838277227623872,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.120798510191165
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__all_without_noise,,all_without_noise,ordinal,,,,,,,,,,,,4.123578019185279,1.0795820733896329,,5.869366935291356,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.123578019185279
global_rolling,rolling_yearly,global,hist_gradient_boosting__all_without_noise,,all_without_noise,ordinal,,,,,,,,,,,,4.124127893780549,1.0860842302130964,,5.871782090704802,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.124127893780549
global_rolling,rolling_yearly,global,xgboost_ordinal__global_all_underlying,,global_all_underlying,ordinal,,,,,,,,,,,,4.132370631247755,1.0469305379714655,,5.753161166024848,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.132370631247755
global_rolling,rolling_yearly,global,xgboost_ordinal__global_risk_underlying,,global_risk_underlying,ordinal,,,,,,,,,,,,4.132370631247755,1.0469305379714655,,5.753161166024848,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.132370631247755
global_rolling,rolling_yearly,global,xgboost_ordinal__global_stable,,global_stable,ordinal,,,,,,,,,,,,4.132370631247755,1.0469305379714655,,5.753161166024848,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.132370631247755
global_rolling,rolling_yearly,global,xgboost_ordinal__all_without_commercial,,all_without_commercial,ordinal,,,,,,,,,,,,4.138744559695594,1.0383909089490344,,5.764893584067185,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.138744559695594
global_rolling,rolling_yearly,global,xgboost_ordinal__global_stable_no_sector,,global_stable_no_sector,ordinal,,,,,,,,,,,,4.1416164401275335,1.042492221974454,,5.763586847133564,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.1416164401275335
global_rolling,rolling_yearly,global,catboost_native__all_without_commercial,,all_without_commercial,native,,,,,,,,,,,,4.147505292396319,1.099368080070377,,5.767142125671948,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.147505292396319
global_rolling,rolling_yearly,global,lightgbm_native__global_stable_tail,,global_stable_tail,native,,,,,,,,,,,,4.176956260393044,1.1721050643859514,,6.058665902793665,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.176956260393044
global_rolling,rolling_yearly,global,lightgbm_native__global_tail_underlying,,global_tail_underlying,native,,,,,,,,,,,,4.176956260393044,1.1721050643859514,,6.058665902793665,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.176956260393044
global_rolling,rolling_yearly,global,lightgbm_native__global_all_underlying,,global_all_underlying,native,,,,,,,,,,,,4.187289373234224,1.1600942424900376,,6.027030595593184,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.187289373234224
global_rolling,rolling_yearly,global,lightgbm_native__global_risk_underlying,,global_risk_underlying,native,,,,,,,,,,,,4.187289373234224,1.1600942424900376,,6.027030595593184,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.187289373234224
global_rolling,rolling_yearly,global,lightgbm_native__global_stable,,global_stable,native,,,,,,,,,,,,4.187289373234224,1.1600942424900376,,6.027030595593184,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.187289373234224
global_rolling,rolling_yearly,global,lightgbm_native__all_without_noise,,all_without_noise,native,,,,,,,,,,,,4.196263666620827,1.136816898219572,,6.008952340855145,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.196263666620827
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__all_features,,all_features,ordinal,,,,,,,,,,,,4.197584409064719,1.0776792783162072,,5.864527939339499,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.197584409064719
global_rolling,rolling_yearly,global,hist_gradient_boosting__all_without_commercial,,all_without_commercial,ordinal,,,,,,,,,,,,4.202175217598782,1.072141992570592,,5.827988198537856,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.202175217598782
global_rolling,rolling_yearly,global,lightgbm_native__global_stable_no_sector,,global_stable_no_sector,native,,,,,,,,,,,,4.205435718313862,1.1721881575375324,,6.080371828153848,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.205435718313862
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__all_without_commercial,,all_without_commercial,ordinal,,,,,,,,,,,,4.206515423763099,1.0623063664799963,,5.817194583014733,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.206515423763099
global_rolling,rolling_yearly,global,xgboost_ordinal__compact_core,,compact_core,ordinal,,,,,,,,,,,,4.2303969869758005,1.123460657345163,,6.019261350869218,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.2303969869758005
global_rolling,rolling_yearly,global,catboost_native__compact_core,,compact_core,native,,,,,,,,,,,,4.238281815859993,1.174297622338086,,6.102955435650001,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.238281815859993
global_rolling,rolling_yearly,global,lightgbm_native__all_without_commercial,,all_without_commercial,native,,,,,,,,,,,,4.24651156223365,1.1384214469392793,,6.0367912079340345,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.24651156223365
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__worst_of_core,,worst_of_core,ordinal,,,,,,,,,,,,4.271734286996977,1.060760754978236,,5.974659198707971,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.271734286996977
global_rolling,rolling_yearly,global,lightgbm_native__compact_core,,compact_core,native,,,,,,,,,,,,4.274498845368187,1.267618220370294,,6.320556378890408,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.274498845368187
global_rolling,rolling_yearly,global,hist_gradient_boosting__compact_core,,compact_core,ordinal,,,,,,,,,,,,4.28798716223764,1.2183557531329186,,6.293074670384904,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.28798716223764
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__compact_core,,compact_core,ordinal,,,,,,,,,,,,4.309438854636775,1.2062842064861332,,6.29539087017504,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.309438854636775
global_rolling,rolling_yearly,global,extra_trees_onehot,,all_without_commercial,onehot,,,,,,,,,,,,4.704737595669006,1.046946063031453,,6.328947302394159,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.704737595669006
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__single_without_noise,,single_without_noise,ordinal,,,,,,,,,,,,4.76117282031601,1.141615694699904,,6.473494524659304,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.76117282031601
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__single_core,,single_core,ordinal,,,,,,,,,,,,4.795179560801281,1.1582267808439035,,6.4537220093868894,,5.0,,,,,,,,,,,,,rolling_mae_mean,4.795179560801281
global_rolling,rolling_yearly,global,ridge_onehot,,all_without_commercial,onehot,,,,,,,,,,,,7.704758164195989,0.6036245177683245,,8.6165216044803,,5.0,,,,,,,,,,,,,rolling_mae_mean,7.704758164195989
global_rolling,rolling_yearly,global,ridge_ordinal,,all_without_commercial,ordinal,,,,,,,,,,,,7.732522925665025,0.5903704412417494,,8.665614964409073,,5.0,,,,,,,,,,,,,rolling_mae_mean,7.732522925665025
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__contractual,,contractual,ordinal,,,,,,,,,,,,9.73583672803282,0.2107720572316982,,10.02851795919304,,5.0,,,,,,,,,,,,,rolling_mae_mean,9.73583672803282
global_rolling,rolling_yearly,global,median_by_product_frequency_maturity,,all_without_commercial,onehot,,,,,,,,,,,,10.109802341027732,0.1394188697709109,,10.339623243933588,,5.0,,,,,,,,,,,,,rolling_mae_mean,10.109802341027732
global_rolling,rolling_yearly,global,median_by_product_maturity_bucket,,all_without_commercial,onehot,,,,,,,,,,,,10.963207999994498,0.0732496452241735,,11.00898786717752,,5.0,,,,,,,,,,,,,rolling_mae_mean,10.963207999994498
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__product,,product,ordinal,,,,,,,,,,,,11.021189309356645,0.089572239238107,,11.119253746116405,,5.0,,,,,,,,,,,,,rolling_mae_mean,11.021189309356645
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__basket,,basket,ordinal,,,,,,,,,,,,12.896701703006332,0.8066609526624496,,14.208171969959531,,5.0,,,,,,,,,,,,,rolling_mae_mean,12.896701703006332
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__market,,market,ordinal,,,,,,,,,,,,14.321219025500454,0.6263432627621224,,15.01694711158197,,5.0,,,,,,,,,,,,,rolling_mae_mean,14.321219025500454
global_rolling,rolling_yearly,global,median_by_product_frequency,,all_without_commercial,onehot,,,,,,,,,,,,14.351391577495576,0.3448560943902078,,14.793505747126437,,5.0,,,,,,,,,,,,,rolling_mae_mean,14.351391577495576
global_rolling,rolling_yearly,global,median_by_product_basket,,product,onehot,,,,,,,,,,,,14.833332056546562,0.2731129394475478,,15.171634738186462,,5.0,,,,,,,,,,,,,rolling_mae_mean,14.833332056546562
global_rolling,rolling_yearly,global,median_by_product_basket_size,,all_without_commercial,onehot,,,,,,,,,,,,14.833332056546562,0.2731129394475478,,15.171634738186462,,5.0,,,,,,,,,,,,,rolling_mae_mean,14.833332056546562
global_rolling,rolling_yearly,global,median_by_product_single_worstof,,all_without_commercial,onehot,,,,,,,,,,,,14.833332056546562,0.2731129394475478,,15.171634738186462,,5.0,,,,,,,,,,,,,rolling_mae_mean,14.833332056546562
global_rolling,rolling_yearly,global,median_by_product_type,,product,onehot,,,,,,,,,,,,14.833332056546562,0.2731129394475478,,15.171634738186462,,5.0,,,,,,,,,,,,,rolling_mae_mean,14.833332056546562
global_rolling,rolling_yearly,global,median_by_basket_type,,product,onehot,,,,,,,,,,,,16.092343282601536,0.3331073634757297,,16.620201541197392,,5.0,,,,,,,,,,,,,rolling_mae_mean,16.092343282601536
global_rolling,rolling_yearly,global,median_by_single_worstof,,all_without_commercial,onehot,,,,,,,,,,,,16.092343282601536,0.3331073634757297,,16.620201541197392,,5.0,,,,,,,,,,,,,rolling_mae_mean,16.092343282601536
global_rolling,rolling_yearly,global,global_median,,all_without_commercial,onehot,,,,,,,,,,,,17.05709344284031,0.5718973427989664,,17.70653256704981,,5.0,,,,,,,,,,,,,rolling_mae_mean,17.05709344284031
global_rolling,rolling_yearly,global,global_mean,,all_without_commercial,onehot,,,,,,,,,,,,17.43633728274722,0.6366649611950436,,18.240398175282007,,5.0,,,,,,,,,,,,,rolling_mae_mean,17.43633728274722
global_rolling,rolling_yearly,global,hist_gradient_boosting_ablation__commercial,,commercial,ordinal,,,,,,,,,,,,17.74081652025644,0.8062520449935471,,18.770203341707337,,5.0,,,,,,,,,,,,,rolling_mae_mean,17.74081652025644
segmented_rolling,rolling_yearly,single,lightgbm_native__single_stable,,single_stable,native,19.0,15.0,4.0,,,,,,,,,4.845197366488228,2.0512244890443743,2.7234742870970945,7.958127275108662,0.7964492310459643,5.0,,,,494.0,587.0,0.2426345718005905,0.0209625509989564,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,rolling_mae_mean,4.845197366488228
segmented_rolling,rolling_yearly,single,lightgbm_native__single_underlying,,single_underlying,native,20.0,15.0,5.0,,,,,,,,,4.845197366488228,2.0512244890443743,2.7234742870970945,7.958127275108662,0.7964492310459643,5.0,,,,494.0,587.0,0.2490605343977222,0.0229958708019694,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|primary_underlying|dominant_sector,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|primary_underlying|dominant_sector,rolling_mae_mean,4.845197366488228
segmented_rolling,rolling_yearly,single,lightgbm_native__single_underlying_no_sector,,single_underlying_no_sector,native,19.0,15.0,4.0,,,,,,,,,4.845197366488228,2.0512244890443743,2.7234742870970945,7.958127275108662,0.7964492310459643,5.0,,,,494.0,587.0,0.2465237917989725,0.0211685059985029,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|primary_underlying,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|primary_underlying,rolling_mae_mean,4.845197366488228
segmented_rolling,rolling_yearly,single,lightgbm_native__single_without_noise,,single_without_noise,native,20.0,16.0,4.0,,,,,,,,,4.886731288734167,2.0513204250586483,2.7893663985535184,8.005080238489255,0.7933422068851786,5.0,,,,494.0,587.0,0.2551232907993835,0.0220911478012567,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|basket_realized_vol_trend_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|basket_realized_vol_trend_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,rolling_mae_mean,4.886731288734167
segmented_rolling,rolling_yearly,single,lightgbm_native__single_core,,single_core,native,24.0,20.0,4.0,,,,,,,,,4.895143483694331,1.9985442277969208,2.7275360814743124,7.917822516268984,0.7975548310881511,5.0,,,,494.0,587.0,0.305551325000124,0.0226186054002027,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|post_no_call_observation_count|nominal_maturity_months|requested_year|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|basket_realized_vol_trend_mean|basket_realized_vol_zscore_mean|basket_realized_vol_change_21d_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|post_no_call_observation_count|nominal_maturity_months|requested_year|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|basket_realized_vol_trend_mean|basket_realized_vol_zscore_mean|basket_realized_vol_change_21d_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,rolling_mae_mean,4.895143483694331
segmented_rolling,rolling_yearly,single,xgboost_ordinal__single_stable,,single_stable,ordinal,19.0,15.0,4.0,,,,,,,,,4.898237667431873,1.7646425541219746,2.8145570681411605,7.441252493334538,0.8062068229001514,5.0,,,,494.0,587.0,0.5444961980014341,0.0130696476015145,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,rolling_mae_mean,4.898237667431873
segmented_rolling,rolling_yearly,single,xgboost_ordinal__single_underlying,,single_underlying,ordinal,20.0,15.0,5.0,,,,,,,,,4.908563485516771,1.7797754205392875,2.8104866228863203,7.485010325709979,0.805040364741649,5.0,,,,494.0,587.0,0.4854258174003917,0.0138560745996073,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|primary_underlying|dominant_sector,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|primary_underlying|dominant_sector,rolling_mae_mean,4.908563485516771
segmented_rolling,rolling_yearly,single,catboost_native__single_stable,,single_stable,native,19.0,15.0,4.0,,,,,,,,,4.909760702647627,2.0909833817064736,2.6571389569218606,7.890506819708404,0.7973529961845642,5.0,,,,494.0,587.0,1.0996183465991636,0.0140011468000011,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,rolling_mae_mean,4.909760702647627
segmented_rolling,rolling_yearly,single,catboost_native__single_underlying_no_sector,,single_underlying_no_sector,native,19.0,15.0,4.0,,,,,,,,,4.909760702647627,2.0909833817064736,2.6571389569218606,7.890506819708404,0.7973529961845642,5.0,,,,494.0,587.0,1.0674528793999345,0.0140930994006339,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|primary_underlying,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|primary_underlying,rolling_mae_mean,4.909760702647627
segmented_rolling,rolling_yearly,single,catboost_native__single_without_noise,,single_without_noise,native,20.0,16.0,4.0,,,,,,,,,4.923726297729128,2.172952334940844,2.698044151006272,8.141982786785992,0.793184039237491,5.0,,,,494.0,587.0,1.1088661519999732,0.0143490265996661,,,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|basket_realized_vol_trend_mean,observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,autocall_barrier_pct|protection_barrier_pct|barrier_gap_pct|no_call_period_months|no_call_fraction_of_maturity|callable_maturity_months|observation_interval_months|is_daily_observation|estimated_observation_count|nominal_maturity_months|structural_base_vol_mean|quoted_implied_vol|realized_vol_63d_mean|basket_realized_vol_21d_mean|basket_realized_vol_126d_mean|basket_realized_vol_trend_mean|observation_frequency_clean|product_type|nominal_maturity_bucket|dominant_sector,rolling_mae_mean,4.923726297729128
