segment,feature,train_mean,validation_mean,train_p95,validation_p95,train_missing_rate,validation_missing_rate,missing_rate_delta,ks_statistic,ks_p_value,wasserstein_distance,validation_shift_in_train_sd,train_target_corr,validation_target_corr,abs_validation_shift_in_train_sd
single,notional_credits,590072.7493179751,625000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.029935299880908206,0.7914967402418641,40138.22711001907,0.02471014973258084,-0.0026221865314294645,-0.08097717302069803,0.02471014973258084
single,autocall_to_protection_ratio,1.6250047651850825,1.6275967936331535,1.8450648597703776,1.8556820235986855,0.0,0.0,0.0,0.042509760647023886,0.3656950352843177,0.008703327632412869,0.020883373496727992,0.1624508091037264,0.08313823015092642,0.020883373496727992
single,barrier_gap_pct,0.48885762352227946,0.49056779026217234,0.62081,0.620825,0.0,0.0,0.0,0.04365753780796133,0.3341352869639361,0.006109813324432667,0.02073904107593342,0.19481734326789243,0.1290428251328104,0.02073904107593342
single,protection_barrier_pct,0.7873481054865111,0.7865398876404495,0.8441,0.844835,0.0,0.0,0.0,0.030375224361485084,0.776726249567015,0.0014579630304495852,-0.02056067198022657,0.0021339044106911723,0.07825886662019847,0.02056067198022657
single,protection_buffer_pct,0.21265189451348895,0.21346011235955054,0.2863,0.28969999999999996,0.0,0.0,0.0,0.030375224361485098,0.776726249567015,0.0014579630304495852,0.02056067198022445,-0.002133904410691178,-0.07825886662019847,0.02056067198022445
single,underlying_CORL,0.06850560775992726,0.06367041198501873,1.0,1.0,0.0,0.0,0.0,0.0048351957749084296,1.0,0.0048351957749084296,-0.0191408349773406,0.01969637364280644,0.04027655942844173,0.0191408349773406
single,underlying_CLNE,0.07790239466505001,0.07303370786516854,1.0,1.0,0.0,0.0,0.0,0.004868686799881505,1.0,0.004868686799881505,-0.018165526365421056,0.26229324217504973,0.27390053958234023,0.018165526365421056
single,autocall_barrier_above_par_pct,0.27620572900879053,0.27710767790262175,0.3880099999999999,0.384945,0.0,0.0,0.0,0.0361873363055199,0.5697004089130349,0.0027008282500769172,0.012410091129890112,0.22219392236390023,0.18597557134071657,0.012410091129890112
single,autocall_barrier_pct,1.2762057290087907,1.2771076779026218,1.38801,1.384945,0.0,0.0,0.0,0.0361873363055199,0.5697004089130349,0.0027008282500769172,0.012410091129888586,0.22219392236390023,0.18597557134071654,0.012410091129888586
single,basket_realized_vol_126d_mean,0.3658519801809916,0.36817489869291864,0.7599893100041236,0.8526921392715661,0.0,0.0,0.0,0.1064560478547012,5.422864474125369e-05,0.03221041612251262,0.012320841385825013,-0.5954495111136991,-0.6376552282291227,0.012320841385825013
single,basket_realized_vol_126d_max,0.3658519801809916,0.36817489869291864,0.7599893100041236,0.8526921392715661,0.0,0.0,0.0,0.1064560478547012,5.422864474125369e-05,0.03221041612251262,0.012320841385825013,-0.5954495111136991,-0.6376552282291227,0.012320841385825013
single,is_daily_observation,0.022734161867232493,0.024344569288389514,0.0,0.0,0.0,0.0,0.0,0.001610407421156923,1.0,0.001610407421156923,0.0108041332175879,-0.07527514533413282,-0.08658540334935269,0.0108041332175879
single,requested_month,6.4277053652622005,6.462546816479401,12.0,12.0,0.0,0.0,0.0,0.011164999494796324,0.9999999815394192,0.04924486253353359,0.010272963964085651,-0.027068306261722165,-0.0648323144751297,0.010272963964085651
single,basket_realized_vol_21d_mean,0.36276817649435494,0.364896370921286,0.7904720040467931,0.7472973811338468,0.0,0.0,0.0,0.05283124042809478,0.14766956848959148,0.012992434653850785,0.010245064952100116,-0.5939356469040212,-0.6170557006109113,0.010245064952100116
single,basket_realized_vol_21d_max,0.36276817649435494,0.364896370921286,0.7904720040467931,0.7472973811338468,0.0,0.0,0.0,0.05283124042809478,0.14766956848959148,0.012992434653850785,0.010245064952100116,-0.5939356469040212,-0.6170557006109113,0.010245064952100116
single,realized_vol_63d_mean,0.3624082082338156,0.36035421522828986,0.7964782051879085,0.7386661987398855,0.0,0.0,0.0,0.04997485334904572,0.19377404766085293,0.014368605634414871,-0.009845322498505012,-0.6076098026318986,-0.6348777884828036,0.009845322498505012
single,realized_vol_63d_min,0.3624082082338156,0.36035421522828986,0.7964782051879085,0.7386661987398855,0.0,0.0,0.0,0.04997485334904572,0.19377404766085293,0.014368605634414871,-0.009845322498505012,-0.6076098026318986,-0.6348777884828036,0.009845322498505012
single,realized_vol_63d_max,0.3624082082338156,0.36035421522828986,0.7964782051879085,0.7386661987398855,0.0,0.0,0.0,0.04997485334904572,0.19377404766085293,0.014368605634414871,-0.009845322498505012,-0.6076098026318986,-0.6348777884828036,0.009845322498505012
single,requested_quarter,2.4704455895725976,2.4775280898876404,4.0,4.0,0.0,0.0,0.0,0.005915990885900058,1.0,0.007935102340625277,0.006381282039897488,-0.02571950151867526,-0.0700631798680281,0.006381282039897488
single,estimated_observation_count,72.66500063591336,73.41107496532824,113.03162217659136,112.5979466119096,0.0,0.0,0.0,0.049363500232166624,0.20495845322470507,6.1911248138081785,0.003123231236688267,-0.06938087422160213,-0.07179742619008035,0.003123231236688267
single,post_no_call_observation_count,72.66500063591336,73.41107496532824,113.03162217659136,112.5979466119096,0.0,0.0,0.0,0.049363500232166624,0.20495845322470507,6.1911248138081785,0.003123231236688267,-0.06938087422160213,-0.07179742619008035,0.003123231236688267
single,realized_to_structural_vol_ratio,1.3423111240508054,1.3406008748993201,2.182463725173619,3.3212019731692863,0.0,0.0,0.0,0.11607932491175965,7.454246377234328e-06,0.10577784435184782,-0.0029031807566764914,-0.3393637278568036,-0.3254132577593198,0.0029031807566764914
single,basket_realized_vol_trend_mean,-0.0030838036866367036,-0.0032785277716325654,0.16009212754638016,0.11295683587247059,0.0,0.0,0.0,0.2057347987643515,1.5916510792120326e-17,0.02693233824535691,-0.002023415975083285,-0.11548784773664797,0.1445625179111347,0.002023415975083285
single,basket_realized_vol_trend_max,-0.0030838036866367036,-0.0032785277716325654,0.16009212754638016,0.11295683587247059,0.0,0.0,0.0,0.2057347987643515,1.5916510792120326e-17,0.02693233824535691,-0.002023415975083285,-0.11548784773664797,0.1445625179111347,0.002023415975083285
single,underlying_SITH,0.07881176113973931,0.07865168539325842,1.0,1.0,0.0,0.0,0.0,0.00016007574648091438,1.0,0.00016007574648091438,-0.0005940949041970268,-0.0030787576335456323,0.00310474428560049,0.0005940949041970268
single,no_call_period_months,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,no_call_fraction_of_maturity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,no_call_observation_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,basket_size,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,is_worst_of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,is_single_underlying,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_CLNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_CORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_DRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_HTTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_JEDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_KYBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_MNDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_NABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_BSKR_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_CORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_DRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_HTTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_JEDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_KYBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_MNDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_NABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CLNE_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_DRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_HTTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_JEDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_KYBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_MNDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_NABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_CORL_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_HTTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_JEDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_KYBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_MNDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_NABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_DRC_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_JEDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_KYBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_MNDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_NABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_HTTX_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_JEDI_KYBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_JEDI_MNDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_JEDI_NABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_JEDI_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_JEDI_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_JEDI_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_JEDI_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_JEDI_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_KYBR_MNDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_KYBR_NABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_KYBR_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_KYBR_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_KYBR_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_KYBR_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_KYBR_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_MNDO_NABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_MNDO_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_MNDO_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_MNDO_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_MNDO_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_MNDO_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_NABO_POBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_NABO_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_NABO_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_NABO_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_NABO_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_POBK_REBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_POBK_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_POBK_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_POBK_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_REBL_SITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_REBL_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_REBL_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_SITH_TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_SITH_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,pair_TECH_WOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,basket_complexity_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,worst_of_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,worst_of_vol_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,structural_base_vol_second_highest,,,,,1.0,1.0,0.0,,,,,,,
single,structural_base_vol_range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,structural_base_vol_top2_spread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,structural_vol_dispersion_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,sector_count,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,sector_concentration,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,has_multiple_sectors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,realized_vol_63d_second_highest,,,,,1.0,1.0,0.0,,,,,,,
single,realized_vol_63d_top2_spread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,worst_of_structural_base_vol_range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,worst_of_structural_vol_top2_spread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,worst_of_realized_vol_63d_range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,worst_of_realized_vol_top2_spread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,realized_vol_63d_range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
single,realized_vol_dispersion_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
worst_of,requested_year,2018.5181315304242,2022.0,2021.0,2022.0,0.0,0.0,0.0,1.0,0.0,3.4818684695759066,2.0353881216703047,0.004508589484036336,,2.0353881216703047
worst_of,basket_realized_vol_zscore_max,0.5557916804632721,0.9109589426847453,2.836939692155086,3.203667274658154,0.0,0.0,0.0,0.16288411315751672,2.5771231963714924e-21,0.358543445020631,0.2528593783124933,0.031133823818370383,0.005972279125787329,0.2528593783124933
worst_of,basket_realized_vol_zscore_mean,0.0027688644102031638,0.30997018471098725,2.2646660672712495,2.698382235520631,0.0,0.0,0.0,0.1154600173791408,6.624101006631839e-11,0.3072013203007841,0.244602349185714,0.02817289701824546,0.025791300397285916,0.244602349185714
worst_of,basket_realized_vol_change_21d_mean,0.0011396577391403772,-0.008810292710820069,0.10140659010232475,0.0831001935677608,0.0,0.0,0.0,0.09484230431393606,1.6992655466316722e-07,0.010337735569646067,-0.16219280285651155,0.03348596572579687,-0.033958712787810465,0.16219280285651155
worst_of,realized_minus_structural_vol_mean,0.09482995603737289,0.07804305212244668,0.3162896628354884,0.2772791510617189,0.0,0.0,0.0,0.09854361387222799,4.653688223543033e-08,0.017010985187637193,-0.14554424303978894,0.11533321658695196,0.026645440178439665,0.14554424303978894
